"filename", "language", "JSON with Comments", "JavaScript", "Markdown", "Shell Script", "TypeScript", "PowerShell", "JSON", "XML", "TypeScript JSX", "PostCSS", "HTML", "comment", "blank", "total"
"c:\Users\ADMIN\Desktop\residentone-workflow\find-master-bedroom.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 81
"c:\Users\ADMIN\Desktop\residentone-workflow\find-orphaned-data.js", "JavaScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 81
"c:\Users\ADMIN\Desktop\residentone-workflow\find-relation-errors.ps1", "PowerShell", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 5, 34
"c:\Users\ADMIN\Desktop\residentone-workflow\fix-assets.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 83
"c:\Users\ADMIN\Desktop\residentone-workflow\fix-client-approval-and-cleanup.ts", "TypeScript", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 13, 28, 232
"c:\Users\ADMIN\Desktop\residentone-workflow\fix-team-setup.ts", "TypeScript", 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 8, 23, 223
"c:\Users\ADMIN\Desktop\residentone-workflow\jest.config.js", "JavaScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 147
"c:\Users\ADMIN\Desktop\residentone-workflow\jest.setup.js", "JavaScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 131
"c:\Users\ADMIN\Desktop\residentone-workflow\link-assets-to-renderings.js", "JavaScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 126
"c:\Users\ADMIN\Desktop\residentone-workflow\link-remaining-assets.js", "JavaScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 81
"c:\Users\ADMIN\Desktop\residentone-workflow\next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 7
"c:\Users\ADMIN\Desktop\residentone-workflow\next.config.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 2, 3, 29
"c:\Users\ADMIN\Desktop\residentone-workflow\nuclear-cleanup.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 56
"c:\Users\ADMIN\Desktop\residentone-workflow\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 17002, 0, 0, 0, 0, 0, 1, 17003
"c:\Users\ADMIN\Desktop\residentone-workflow\package.json", "JSON", 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 1, 135
"c:\Users\ADMIN\Desktop\residentone-workflow\postcss.config.mjs", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"c:\Users\ADMIN\Desktop\residentone-workflow\prisma\seed-design-library.ts", "TypeScript", 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 15, 22, 323
"c:\Users\ADMIN\Desktop\residentone-workflow\prisma\seed.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 4, 11, 46
"c:\Users\ADMIN\Desktop\residentone-workflow\prisma\seeds\ffe-system-seed.ts", "TypeScript", 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 12, 25, 328
"c:\Users\ADMIN\Desktop\residentone-workflow\public\meisner-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"c:\Users\ADMIN\Desktop\residentone-workflow\quick-db-check.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53
"c:\Users\ADMIN\Desktop\residentone-workflow\reassign-stages.ts", "TypeScript", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 6, 16, 124
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-all-remaining.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 91
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-complete-all.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 105
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-complete.js", "JavaScript", 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 36, 236
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-database.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 101
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-final.js", "JavaScript", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 250
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-missing-ffe.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 91
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-nov4-complete.js", "JavaScript", 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 53, 426
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-now.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 86
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-problematic-tables.js", "JavaScript", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26, 179
"c:\Users\ADMIN\Desktop\residentone-workflow\restore-smart.js", "JavaScript", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 193
"c:\Users\ADMIN\Desktop\residentone-workflow\restore_backup.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 2, 8, 51
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\add-dynamic-to-routes.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 7, 24, 103
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\add-last-activity-viewed-column.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 2, 9, 42
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\add-missing-stages.ts", "TypeScript", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 4, 19, 85
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\analyze-blob-storage.ts", "TypeScript", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 8, 23, 150
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\assign-lucide-icons-by-name.ts", "TypeScript", 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 11, 19, 171
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\backup-commands.json", "JSON", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\backup-database.js", "JavaScript", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 123
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\backup-db.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 74
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\backup-prisma.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 108
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\check-column.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 10, 39
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\check-ffe-activities.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 8, 38
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\check-icons.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\check-templates.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\cleanup-blob-storage.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 8, 27, 136
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\cleanup-legacy-ffe-system.js", "JavaScript", 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 64, 419
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\create-admin.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 6, 40
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\create-notification-send-migration.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 8, 2, 45
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\create-sample-ffe-templates.js", "JavaScript", 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 289
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\daily-backup.ps1", "PowerShell", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 20, 23, 130
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\db-protect.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 75
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\deploy-ffe-system.ps1", "PowerShell", 0, 0, 0, 0, 0, 296, 0, 0, 0, 0, 0, 43, 69, 408
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\examine-backup-files.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 69
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\extract-fried-data.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 92
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\fix-icons-diagnostic.ts", "TypeScript", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 8, 16, 183
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\list-vercel-blob-files.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 2, 13, 59
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\migrate-design-concept-workspace.ts", "TypeScript", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 8, 21, 145
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\migrate-ffe-data.ts", "TypeScript", 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 60, 85, 579
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\migrate-ffe-visibility.js", "JavaScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 37, 192
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\migrate-icons-to-lucide.ts", "TypeScript", 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 7, 14, 168
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\prisma-backup.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 51, 150
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\prisma-guard.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 56
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\read-pdf-size.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\restore-cover-images.js", "JavaScript", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 288
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\restore-database.js", "JavaScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36, 141
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\restore-prisma.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60, 206
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\setup-backup-schedule.ps1", "PowerShell", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 12, 15, 83
"c:\Users\ADMIN\Desktop\residentone-workflow\scripts\simple-backup.js", "JavaScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 89
"c:\Users\ADMIN\Desktop\residentone-workflow\search-backup.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 123
"c:\Users\ADMIN\Desktop\residentone-workflow\setup-team-http.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 171
"c:\Users\ADMIN\Desktop\residentone-workflow\setup-team-members.ts", "TypeScript", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 11, 16, 157
"c:\Users\ADMIN\Desktop\residentone-workflow\src\__tests__\integration\ffe\notes-persistence.test.ts", "TypeScript", 0, 0, 0, 0, 356, 0, 0, 0, 0, 0, 0, 42, 77, 475
"c:\Users\ADMIN\Desktop\residentone-workflow\src\__tests__\lib\ffe\visibility.test.ts", "TypeScript", 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 35, 42, 318
"c:\Users\ADMIN\Desktop\residentone-workflow\src\__tests__\phase-workflow-enhancements.test.ts", "TypeScript", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 34, 30, 209
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\activities\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 10, 21, 208
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\admin\backup-test\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 13, 158
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\admin\cleanup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 9, 94
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\activities\mark-read\route.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 8, 6, 37
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\activities\route.ts", "TypeScript", 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 18, 22, 155
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\activities\unread\route.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 7, 10, 62
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\auto-assign\route.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 3, 13, 66
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\backup-complete\route.ts", "TypeScript", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 14, 42, 266
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\backup-to-cloud\route.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 4, 13, 69
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\backup\route.ts", "TypeScript", 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 20, 25, 223
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\cleanup-blob\route.ts", "TypeScript", 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 2, 20, 120
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\cloud-backups\route.ts", "TypeScript", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 12, 20, 129
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\database-stats\route.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 6, 13, 104
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\restore-complete\route.ts", "TypeScript", 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 0, 17, 47, 328
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\admin\restore\route.ts", "TypeScript", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 13, 50, 230
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\assets\[assetId]\description\route.ts", "TypeScript", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 7, 9, 91
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\assets\[assetId]\route.ts", "TypeScript", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 7, 10, 91
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\assets\[assetId]\view\route.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 9, 16, 95
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\auth\[...nextauth]\route.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\auth\check-user\route.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\auth\forgot-password\route.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 10, 11, 71
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\auth\reset-password\route.ts", "TypeScript", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 16, 24, 162
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\auth\signup\route.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 11, 18, 130
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\backup\database\route.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 7, 15, 123
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cad-conversion\route.ts", "TypeScript", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 10, 26, 188
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cad\convert\route.ts", "TypeScript", 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 22, 24, 286
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cad\layouts\route.ts", "TypeScript", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 18, 32, 208
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cad\preferences\route.ts", "TypeScript", 0, 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 17, 30, 300
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cad\project-defaults\route.ts", "TypeScript", 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 23, 36, 285
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\chat\[stageId]\route.ts", "TypeScript", 0, 0, 0, 0, 575, 0, 0, 0, 0, 0, 0, 31, 55, 661
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\chat\messages\[messageId]\reactions\route.ts", "TypeScript", 0, 0, 0, 0, 328, 0, 0, 0, 0, 0, 0, 21, 35, 384
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\chat\messages\[messageId]\route.ts", "TypeScript", 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 10, 21, 221
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\chat\team-members\route.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 2, 6, 44
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-access\route.ts", "TypeScript", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 14, 28, 226
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\aaron-approve\route.ts", "TypeScript", 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 8, 14, 188
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\client-decision\route.ts", "TypeScript", 0, 0, 0, 0, 462, 0, 0, 0, 0, 0, 0, 20, 35, 517
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\mark-as-sent\route.ts", "TypeScript", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 5, 10, 145
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\mark-followup\route.ts", "TypeScript", 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 6, 8, 120
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\resend-to-client\route.ts", "TypeScript", 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 10, 15, 181
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\route.ts", "TypeScript", 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 18, 28, 363
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\[stageId]\send-to-client\route.ts", "TypeScript", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 10, 16, 188
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\decide\route.ts", "TypeScript", 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 9, 17, 137
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-approval\public\[token]\route.ts", "TypeScript", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 7, 10, 127
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-progress\[token]\download\[assetId]\route.ts", "TypeScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 8, 9, 121
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\client-progress\[token]\route.ts", "TypeScript", 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 13, 16, 231
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\clients\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 8, 24, 170
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\comments\[id]\like\route.ts", "TypeScript", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 6, 10, 103
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\comments\[id]\pin\route.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 5, 9, 90
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\comments\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 7, 21, 224
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\contractors\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 6, 23, 166
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\contractors\route.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 12, 73
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cron\daily-backup\route.ts", "TypeScript", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 31, 45, 257
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cron\follow-up-reminders\route.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 9, 11, 105
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\cron\overdue-notifications\route.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 9, 12, 60
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\dashboard\last-completed-phase\route.ts", "TypeScript", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 3, 10, 118
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\dashboard\pending-approvals\route.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 1, 8, 110
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\dashboard\recent-completions\route.ts", "TypeScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 3, 9, 119
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\dashboard\stats\route.ts", "TypeScript", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 9, 5, 145
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\dashboard\tasks\route.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 7, 69
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\all-projects\route.ts", "TypeScript", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 1, 6, 75
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\cleanup-files\route.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 3, 13, 86
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\dropbox-env\route.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 6, 46
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\due-date\route.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 7, 39
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\linked-files\route.ts", "TypeScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 2, 9, 84
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\session-info\route.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\sms-check\route.ts", "TypeScript", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 9, 20, 148
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\stage-test\route.ts", "TypeScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 5, 17, 116
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\debug\test-dropbox\route.ts", "TypeScript", 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 5, 11, 136
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-concept\library\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 14, 20, 143
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-concept\library\route.ts", "TypeScript", 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 15, 23, 162
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-items\[itemId]\complete\route.ts", "TypeScript", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 6, 11, 110
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-items\[itemId]\images\[imageId]\route.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-items\[itemId]\images\route.ts", "TypeScript", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 15, 29, 189
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-items\[itemId]\links\[linkId]\route.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 5, 32
"c:\Users\ADMIN\Desktop\residentone-workflow\src\app\api\design-items\[itemId]\links\route.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 4, 12, 86
